订单ID,下单时间,城区,小区,服务类型,服务等级,服务时长,订单金额,客户评分,订单来源
NN20260204000124,2026-02-04 10:11,西乡塘,瀚林华府,深度清洁,熟练,5.0,325,4.1,58到家
NN20260215000125,2026-02-15 08:14,青秀,华润幸福里,开荒保洁,熟练,7.5,848,4.6,美团
NN20260225000126,2026-02-25 16:21,兴宁,江宇世纪城,日常保洁,熟练,4.0,186,4.3,美团
NN20260210000127,2026-02-10 12:00,良庆,阳光新城,日常保洁,新手,4.0,179,4.2,小程序
NN20260209000128,2026-02-09 13:11,江南,南宁奥园,家电清洗,熟练,2.0,134,4.2,美团
NN20260217000129,2026-02-17 15:04,西乡塘,龙光水悦龙湾,深度清洁,熟练,5.5,343,4.0,小程序
NN20260226000130,2026-02-26 17:40,良庆,万科魅力之城,深度清洁,熟练,4.5,346,4.6,美团
NN20260222000131,2026-02-22 17:59,江南,风格雨林,家电清洗,新手,3.0,199,5.0,小程序
NN20260205000132,2026-02-05 18:02,江南,盛天领域,日常保洁,金牌,6.0,297,4.3,美团
NN20260219000133,2026-02-19 17:10,西乡塘,大唐天城,日常保洁,金牌,3.5,185,3.9,美团
NN20260223000134,2026-02-23 16:40,良庆,合景天汇广场,深度清洁,熟练,5.5,386,4.6,小程序
NN20260209000135,2026-02-09 14:38,兴宁,瀚林山水源,开荒保洁,熟练,4.0,434,4.2,美团
NN20260228000136,2026-02-28 12:09,兴宁,保利山渐青,深度清洁,新手,3.0,177,4.0,小程序
NN20260202000137,2026-02-02 09:20,西乡塘,大嘉汇尚悦,开荒保洁,熟练,6.0,623,3.9,APP
NN20260217000138,2026-02-17 17:19,青秀,香格里拉花园,深度清洁,熟练,4.5,350,5.0,58到家
NN20260224000139,2026-02-24 19:45,良庆,阳光新城,深度清洁,熟练,7.0,549,4.9,电话
NN20260216000140,2026-02-16 13:54,西乡塘,大唐天城,家电清洗,新手,2.5,199,3.8,APP
NN20260214000141,2026-02-14 19:03,江南,保利城,日常保洁,熟练,5.5,247,4.0,小程序
NN20260220000142,2026-02-20 16:58,兴宁,恒大华府,日常保洁,金牌,4.5,130,2.9,美团
NN20260205000143,2026-02-05 12:13,西乡塘,龙光水悦龙湾,日常保洁,新手,3.0,124,3.9,美团
NN20260211000144,2026-02-11 13:53,武鸣,标营新区,开荒保洁,熟练,5.5,757,3.9,小程序
NN20260201000145,2026-02-01 19:37,青秀,万达公馆,日常保洁,熟练,4.0,220,3.6,电话
NN20260222000146,2026-02-22 13:42,青秀,山水方园,深度清洁,熟练,7.0,348,3.0,APP
NN20260201000147,2026-02-01 10:31,良庆,绿地国际花都,开荒保洁,新手,6.0,455,4.0,小程序
NN20260223000148,2026-02-23 13:37,青秀,中房翡翠园,家电清洗,金牌,4.5,591,3.7,小程序
NN20260206000149,2026-02-06 15:39,青秀,盛天茗城,日常保洁,熟练,3.5,181,4.1,美团
NN20260221000150,2026-02-21 16:29,江南,昌泰鑫金绿洲,家电清洗,熟练,3.0,266,4.2,APP
NN20260221000151,2026-02-21 13:56,兴宁,江宇世纪城,日常保洁,新手,3.5,151,4.6,58到家
NN20260211000152,2026-02-11 15:32,西乡塘,昌泰清华园,日常保洁,熟练,4.5,209,4.7,小程序
NN20260213000153,2026-02-13 16:31,青秀,万正鸣翠谷,深度清洁,熟练,6.5,521,4.2,美团
NN20260228000154,2026-02-28 15:05,兴宁,联发尚筑,日常保洁,新手,4.5,179,5.0,APP
NN20260216000155,2026-02-16 15:53,青秀,中房翡翠园,深度清洁,新手,3.0,203,4.0,APP
NN20260213000156,2026-02-13 15:23,良庆,龙光玖珑湖,日常保洁,金牌,5.5,333,4.0,APP
NN20260211000157,2026-02-11 10:43,邕宁,大唐盛世,深度清洁,新手,4.5,260,4.3,58到家
NN20260203000158,2026-02-03 19:15,江南,昌泰鑫金绿洲,日常保洁,熟练,3.5,152,4.9,58到家
NN20260223000159,2026-02-23 11:06,良庆,华润二十四城,深度清洁,熟练,8.0,599,4.8,小程序
NN20260202000160,2026-02-02 08:06,青秀,万正鸣翠谷,日常保洁,熟练,5.5,272,4.6,58到家
NN20260223000161,2026-02-23 16:04,青秀,中房翡翠园,日常保洁,金牌,3.5,199,5.0,美团
NN20260219000162,2026-02-19 14:02,青秀,维也纳森林,日常保洁,新手,4.0,191,3.9,58到家
NN20260224000163,2026-02-24 16:58,青秀,龙光君御华府,开荒保洁,新手,5.5,466,4.0,58到家
NN20260224000164,2026-02-24 15:49,江南,融晟公园大地,家电清洗,熟练,2.0,126,4.1,小程序
NN20260201000165,2026-02-01 13:51,江南,龙光普罗旺斯,开荒保洁,熟练,5.0,534,5.0,APP
NN20260222000166,2026-02-22 11:53,兴宁,保利山渐青,日常保洁,新手,4.0,169,4.2,美团
NN20260206000167,2026-02-06 19:04,西乡塘,联发西棠,深度清洁,新手,5.0,281,4.5,小程序
NN20260220000168,2026-02-20 16:00,江南,金湾花城,日常保洁,新手,5.0,189,4.5,电话
NN20260210000169,2026-02-10 18:07,青秀,蓝山上城,日常保洁,新手,4.5,217,4.3,美团
NN20260202000170,2026-02-02 15:23,青秀,凤岭春天,家电清洗,熟练,2.0,136,3.8,美团
NN20260213000171,2026-02-13 14:34,西乡塘,大嘉汇尚悦,日常保洁,熟练,5.0,226,4.8,美团
NN20260228000172,2026-02-28 14:06,西乡塘,大唐天城,日常保洁,金牌,4.0,200,3.8,58到家
NN20260214000173,2026-02-14 16:48,邕宁,万丰新新传说,家电清洗,熟练,1.5,132,4.2,APP
NN20260212000174,2026-02-12 10:42,青秀,凤岭春天,开荒保洁,新手,6.0,446,3.9,美团
NN20260210000175,2026-02-10 19:43,良庆,碧水天和,深度清洁,熟练,5.5,429,4.4,APP
NN20260216000176,2026-02-16 14:53,江南,风格雨林,日常保洁,熟练,5.5,246,3.9,APP
NN20260203000177,2026-02-03 10:16,江南,风格雨林,开荒保洁,金牌,6.5,999,4.7,小程序
NN20260223000178,2026-02-23 19:17,武鸣,麒麟御府,日常保洁,新手,4.0,207,4.2,APP
NN20260215000179,2026-02-15 12:39,江南,融晟公园大地,深度清洁,金牌,6.0,478,4.0,APP
NN20260223000180,2026-02-23 09:32,青秀,莱茵湖畔,家电清洗,新手,1.5,119,3.8,小程序
NN20260212000181,2026-02-12 13:09,良庆,恒大绿洲,日常保洁,新手,4.5,202,4.8,美团
NN20260222000182,2026-02-22 14:01,邕宁,大唐盛世,开荒保洁,金牌,5.5,923,4.3,美团
NN20260208000183,2026-02-08 08:02,武鸣,金茂新城,日常保洁,金牌,3.0,183,4.1,APP
NN20260203000184,2026-02-03 11:58,江南,龙光普罗旺斯,日常保洁,新手,5.0,195,4.2,美团
NN20260215000185,2026-02-15 18:47,良庆,合景天汇广场,深度清洁,新手,4.0,257,4.2,美团
NN20260217000186,2026-02-17 15:13,江南,风格雨林,日常保洁,熟练,4.0,192,3.9,美团
NN20260215000187,2026-02-15 08:38,西乡塘,联发西棠,开荒保洁,新手,5.5,382,3.9,58到家
NN20260226000188,2026-02-26 12:50,良庆,南宁恒大名都,深度清洁,新手,4.5,282,4.2,APP
NN20260228000189,2026-02-28 11:43,武鸣,九个半岛,家电清洗,新手,1.0,123,4.6,电话
NN20260218000190,2026-02-18 09:51,兴宁,江宇世纪城,日常保洁,新手,5.0,200,4.2,小程序
NN20260212000191,2026-02-12 08:56,良庆,恒大绿洲,家电清洗,新手,2.5,218,4.2,美团
NN20260227000192,2026-02-27 15:29,武鸣,红岭小区,日常保洁,新手,4.5,213,4.7,电话
NN20260222000193,2026-02-22 11:37,青秀,万正鸣翠谷,日常保洁,新手,4.0,175,4.1,小程序
NN20260202000194,2026-02-02 13:13,兴宁,金源城,日常保洁,新手,4.5,175,5.0,小程序
NN20260227000195,2026-02-27 13:40,青秀,华润幸福里,深度清洁,新手,3.5,231,4.3,美团
NN20260222000196,2026-02-22 11:20,良庆,碧水天和,开荒保洁,熟练,7.0,833,4.4,小程序
NN20260208000197,2026-02-08 17:19,青秀,凤岭春天,开荒保洁,熟练,7.0,891,4.5,美团
NN20260209000198,2026-02-09 13:19,良庆,合景天汇广场,开荒保洁,新手,4.5,324,4.5,小程序
NN20260217000199,2026-02-17 13:44,武鸣,标营新区,开荒保洁,新手,5.0,440,4.1,美团
NN20260224000200,2026-02-24 17:50,青秀,蓝山上城,日常保洁,熟练,5.5,297,4.1,美团
NN20260211000201,2026-02-11 17:28,邕宁,阳光城丽景湾,家电清洗,新手,1.0,105,5.0,小程序
NN20260211000202,2026-02-11 18:58,西乡塘,骋望麓涛,深度清洁,新手,4.0,221,3.5,小程序
NN20260223000203,2026-02-23 18:18,青秀,维也纳森林,家电清洗,熟练,2.5,281,4.2,美团
NN20260228000204,2026-02-28 10:24,青秀,中房翡翠园,开荒保洁,熟练,5.5,651,4.7,小程序
NN20260207000205,2026-02-07 10:48,良庆,恒大绿洲,日常保洁,新手,3.0,129,3.7,电话
NN20260222000206,2026-02-22 16:38,青秀,香格里拉花园,深度清洁,金牌,6.0,532,3.7,美团
NN20260205000207,2026-02-05 17:57,江南,融晟公园大地,开荒保洁,熟练,5.5,597,4.3,小程序
NN20260207000208,2026-02-07 09:16,青秀,维也纳森林,日常保洁,熟练,4.5,247,4.6,美团
NN20260213000209,2026-02-13 15:41,西乡塘,瀚林华府,家电清洗,熟练,3.5,238,4.4,美团
NN20260213000210,2026-02-13 12:10,兴宁,中海国际社区,开荒保洁,熟练,5.0,527,4.3,美团
NN20260215000211,2026-02-15 12:49,江南,融晟公园大地,深度清洁,金牌,6.0,493,4.6,APP
NN20260228000212,2026-02-28 17:28,兴宁,恒大华府,深度清洁,熟练,6.5,436,4.2,美团
NN20260221000213,2026-02-21 15:55,青秀,保利21世家,开荒保洁,熟练,4.5,551,4.3,小程序
NN20260201000214,2026-02-01 17:12,西乡塘,龙光水悦龙湾,深度清洁,熟练,4.5,288,4.6,小程序
NN20260220000215,2026-02-20 14:48,邕宁,中铁交通天地明珠,开荒保洁,新手,5.5,408,4.6,电话
NN20260215000216,2026-02-15 16:33,良庆,天誉花园,家电清洗,金牌,2.0,184,4.0,美团
NN20260224000217,2026-02-24 17:39,良庆,南宁恒大名都,开荒保洁,新手,4.0,148,2.3,小程序
NN20260206000218,2026-02-06 16:26,青秀,凤岭春天,家电清洗,熟练,4.0,453,3.6,美团
NN20260219000219,2026-02-19 08:21,西乡塘,大唐天城,日常保洁,新手,3.0,122,4.1,美团
NN20260220000220,2026-02-20 16:05,武鸣,红岭小区,家电清洗,熟练,2.0,151,5.0,APP
NN20260210000221,2026-02-10 15:10,青秀,华润幸福里,日常保洁,熟练,6.0,299,4.6,58到家
NN20260208000222,2026-02-08 18:37,邕宁,南宁宝能城市广场,开荒保洁,新手,4.0,304,4.1,小程序
NN20260211000223,2026-02-11 11:44,兴宁,保利山渐青,日常保洁,新手,3.5,134,4.9,APP
NN20260203000224,2026-02-03 08:23,西乡塘,正恒国际广场,深度清洁,新手,6.0,339,4.4,电话
NN20260219000225,2026-02-19 16:10,武鸣,武鸣碧桂园,家电清洗,金牌,4.5,591,4.1,小程序
NN20260227000226,2026-02-27 17:46,江南,盛天领域,开荒保洁,金牌,7.5,1074,5.0,58到家
NN20260223000227,2026-02-23 10:36,青秀,维也纳森林,深度清洁,新手,3.5,222,4.3,APP
NN20260220000228,2026-02-20 19:42,江南,盛天领域,日常保洁,熟练,5.5,244,4.3,APP
NN20260225000229,2026-02-25 19:51,青秀,香格里拉花园,日常保洁,金牌,5.5,337,4.5,小程序
NN20260214000230,2026-02-14 10:02,江南,融晟公园大地,日常保洁,熟练,5.0,242,4.5,美团
NN20260222000231,2026-02-22 08:33,邕宁,南宁宝能城市广场,深度清洁,新手,4.0,239,4.2,58到家
NN20260221000232,2026-02-21 17:43,兴宁,盛天东郡,开荒保洁,新手,5.0,336,3.9,APP
NN20260222000233,2026-02-22 12:12,青秀,保利21世家,家电清洗,新手,1.5,120,3.8,小程序
NN20260213000234,2026-02-13 18:26,良庆,万科魅力之城,深度清洁,熟练,4.5,339,4.5,电话
NN20260219000235,2026-02-19 11:41,兴宁,中海国际社区,开荒保洁,新手,5.5,367,5.0,小程序
NN20260211000236,2026-02-11 19:47,邕宁,万丰新新传说,开荒保洁,熟练,6.0,722,4.2,美团
NN20260227000237,2026-02-27 10:37,西乡塘,正恒国际广场,日常保洁,金牌,5.0,137,3.0,电话
NN20260211000238,2026-02-11 12:22,西乡塘,大嘉汇尚悦,深度清洁,新手,3.5,202,3.9,58到家
NN20260202000239,2026-02-02 12:06,邕宁,南宁宝能城市广场,家电清洗,金牌,5.0,537,4.2,APP
NN20260227000240,2026-02-27 12:14,兴宁,中海国际社区,日常保洁,新手,3.5,145,4.1,小程序
NN20260206000241,2026-02-06 10:33,良庆,碧水天和,深度清洁,熟练,5.0,372,4.1,美团
NN20260211000242,2026-02-11 10:37,江南,汇东星城,深度清洁,新手,4.5,266,5.0,美团
NN20260225000243,2026-02-25 18:53,良庆,碧水天和,深度清洁,新手,5.0,295,5.0,小程序
NN20260210000244,2026-02-10 11:38,西乡塘,联发西棠,家电清洗,金牌,4.0,509,4.7,58到家
NN20260209000245,2026-02-09 08:13,兴宁,中海国际社区,日常保洁,新手,4.5,193,4.5,小程序
NN20260209000246,2026-02-09 16:25,青秀,盛天茗城,开荒保洁,熟练,7.0,887,4.2,APP
NN20260202000247,2026-02-02 14:04,青秀,华润幸福里,家电清洗,熟练,4.0,417,4.4,美团
NN20260211000248,2026-02-11 14:58,良庆,绿地国际花都,开荒保洁,熟练,5.0,577,3.8,美团
NN20260212000249,2026-02-12 14:46,兴宁,奥园园著,深度清洁,新手,3.0,160,3.9,APP
NN20260220000250,2026-02-20 08:18,西乡塘,大嘉汇尚悦,深度清洁,熟练,5.5,349,4.7,小程序
NN20260217000251,2026-02-17 19:56,西乡塘,骋望麓涛,家电清洗,熟练,2.5,261,4.1,小程序
NN20260203000252,2026-02-03 11:31,青秀,山水方园,深度清洁,新手,3.0,190,4.1,58到家
NN20260209000253,2026-02-09 10:29,良庆,龙光玖珑湖,日常保洁,熟练,5.5,280,4.0,美团
NN20260227000254,2026-02-27 10:28,西乡塘,正恒国际广场,深度清洁,熟练,6.5,422,4.7,美团
NN20260213000255,2026-02-13 13:12,青秀,盛天茗城,日常保洁,新手,4.0,179,4.1,电话
NN20260202000256,2026-02-02 13:43,青秀,塞纳维拉花园,家电清洗,金牌,3.5,395,4.2,小程序
NN20260205000257,2026-02-05 19:05,邕宁,阳光城丽景湾,日常保洁,新手,3.5,147,4.7,APP
NN20260202000258,2026-02-02 13:25,兴宁,龙基传媒星城,开荒保洁,新手,3.0,210,3.6,美团
NN20260226000259,2026-02-26 19:04,兴宁,江宇世纪城,日常保洁,金牌,5.5,278,5.0,APP
NN20260207000260,2026-02-07 10:11,武鸣,红岭小区,开荒保洁,新手,4.0,336,4.3,电话
NN20260223000261,2026-02-23 18:00,青秀,盛天茗城,日常保洁,熟练,5.5,297,3.9,美团
NN20260220000262,2026-02-20 09:07,良庆,恒大绿洲,家电清洗,新手,1.5,113,3.6,APP
NN20260214000263,2026-02-14 15:36,良庆,港保苑,日常保洁,熟练,4.5,224,4.3,小程序
NN20260211000264,2026-02-11 13:47,青秀,维也纳森林,开荒保洁,熟练,6.5,826,4.3,小程序
NN20260211000265,2026-02-11 14:28,邕宁,龙光玖珑湾,深度清洁,熟练,4.5,311,3.9,小程序
NN20260204000266,2026-02-04 14:40,良庆,天誉花园,日常保洁,新手,5.0,212,4.8,58到家
NN20260222000267,2026-02-22 10:42,江南,汇东星城,日常保洁,金牌,5.5,268,3.6,小程序
NN20260205000268,2026-02-05 12:19,青秀,维也纳森林,日常保洁,熟练,3.5,175,3.9,小程序
NN20260206000269,2026-02-06 15:40,青秀,莱茵湖畔,深度清洁,金牌,8.0,672,4.2,美团
NN20260218000270,2026-02-18 17:51,青秀,蓝山上城,家电清洗,金牌,2.0,118,3.4,58到家
NN20260201000271,2026-02-01 12:06,西乡塘,荣和摩客社区,日常保洁,熟练,5.5,263,5.0,APP
NN20260202000272,2026-02-02 09:37,良庆,合景天汇广场,深度清洁,新手,4.0,240,4.6,小程序
NN20260202000273,2026-02-02 14:13,江南,南宁奥园,深度清洁,金牌,7.0,535,4.4,APP
NN20260203000274,2026-02-03 08:25,西乡塘,瀚林华府,日常保洁,熟练,6.0,268,4.3,美团
NN20260208000275,2026-02-08 10:37,武鸣,万隆国际,开荒保洁,金牌,6.0,1189,4.6,58到家
NN20260218000276,2026-02-18 15:14,邕宁,合景天峻广场,开荒保洁,新手,4.0,304,4.4,美团
NN20260226000277,2026-02-26 13:19,西乡塘,大唐天城,深度清洁,新手,3.0,161,3.8,APP
NN20260219000278,2026-02-19 18:08,青秀,山水方园,开荒保洁,金牌,7.0,1170,4.4,小程序
NN20260219000279,2026-02-19 19:50,武鸣,武鸣碧桂园,日常保洁,熟练,3.0,179,4.3,美团
NN20260228000280,2026-02-28 12:23,江南,风格雨林,日常保洁,新手,4.5,182,4.2,APP
NN20260219000281,2026-02-19 15:32,江南,金湾花城,深度清洁,新手,5.0,282,3.9,美团
NN20260223000282,2026-02-23 08:19,西乡塘,正恒国际广场,深度清洁,新手,3.0,158,4.5,小程序
NN20260209000283,2026-02-09 09:33,良庆,万科魅力之城,日常保洁,金牌,4.5,270,4.1,小程序
NN20260201000284,2026-02-01 17:54,青秀,塞纳维拉花园,日常保洁,金牌,4.0,225,4.7,美团
NN20260217000285,2026-02-17 08:17,邕宁,合景天峻广场,家电清洗,熟练,2.0,137,4.4,58到家
NN20260201000286,2026-02-01 13:09,兴宁,龙基传媒星城,家电清洗,新手,1.5,98,4.0,58到家
NN20260207000287,2026-02-07 11:53,江南,绿港阳光城,日常保洁,新手,5.0,140,2.4,美团
NN20260208000288,2026-02-08 08:01,西乡塘,联发西棠,深度清洁,熟练,6.0,415,3.9,APP
NN20260206000289,2026-02-06 09:17,兴宁,龙基传媒星城,深度清洁,金牌,4.5,355,3.5,美团
NN20260226000290,2026-02-26 10:25,邕宁,世茂茂御府,开荒保洁,新手,3.5,259,4.9,58到家
NN20260216000291,2026-02-16 09:33,青秀,中房翡翠园,深度清洁,金牌,5.5,516,3.4,APP
NN20260207000292,2026-02-07 10:53,江南,龙光普罗旺斯,日常保洁,熟练,5.5,240,3.7,小程序
NN20260206000293,2026-02-06 17:43,良庆,合景天汇广场,开荒保洁,熟练,8.0,884,5.0,APP
NN20260209000294,2026-02-09 09:25,良庆,碧水天和,日常保洁,熟练,4.0,209,3.8,小程序
NN20260213000295,2026-02-13 18:10,良庆,南宁恒大名都,日常保洁,金牌,3.5,187,4.7,APP
NN20260225000296,2026-02-25 14:53,良庆,阳光新城,日常保洁,新手,4.0,173,4.0,58到家
NN20260212000297,2026-02-12 17:53,西乡塘,人和莱茵鹭湖,日常保洁,新手,4.0,155,4.5,小程序
NN20260201000298,2026-02-01 09:42,青秀,龙光君御华府,家电清洗,新手,2.0,119,4.3,小程序
NN20260213000299,2026-02-13 17:53,江南,盛天领域,深度清洁,熟练,6.0,375,5.0,小程序
NN20260228000300,2026-02-28 15:19,青秀,山水方园,家电清洗,熟练,2.0,139,5.0,美团
NN20260210000301,2026-02-10 13:24,兴宁,联发尚筑,家电清洗,金牌,3.0,335,4.5,APP
NN20260220000302,2026-02-20 15:54,西乡塘,骋望麓涛,家电清洗,新手,3.0,139,3.5,58到家
NN20260204000303,2026-02-04 15:40,青秀,万正鸣翠谷,开荒保洁,金牌,5.5,987,4.1,小程序
NN20260209000304,2026-02-09 15:35,良庆,恒大绿洲,深度清洁,新手,4.0,233,4.1,58到家
NN20260216000305,2026-02-16 13:14,青秀,龙光君御华府,日常保洁,熟练,5.5,297,4.1,58到家
NN20260201000306,2026-02-01 09:07,良庆,港保苑,日常保洁,金牌,5.0,282,4.0,美团
NN20260223000307,2026-02-23 08:42,西乡塘,正恒国际广场,深度清洁,熟练,7.0,443,3.9,美团
NN20260211000308,2026-02-11 15:59,良庆,万科魅力之城,日常保洁,熟练,4.0,209,3.6,APP
NN20260206000309,2026-02-06 13:31,良庆,天誉花园,日常保洁,熟练,3.5,166,5.0,美团
NN20260205000310,2026-02-05 15:33,良庆,恒大绿洲,深度清洁,熟练,5.5,395,5.0,APP
NN20260208000311,2026-02-08 19:44,西乡塘,联发西棠,日常保洁,熟练,4.5,220,4.2,小程序
NN20260212000312,2026-02-12 17:16,西乡塘,瀚林华府,深度清洁,新手,3.5,189,4.6,电话
NN20260226000313,2026-02-26 15:21,青秀,莱茵湖畔,开荒保洁,新手,5.5,450,4.2,APP
NN20260201000314,2026-02-01 19:26,青秀,凤岭春天,家电清洗,熟练,3.0,281,4.0,电话
NN20260221000315,2026-02-21 18:48,青秀,万达公馆,深度清洁,熟练,5.5,192,2.2,美团
NN20260213000316,2026-02-13 11:42,江南,融晟公园大地,日常保洁,熟练,5.0,219,3.8,小程序
NN20260201000317,2026-02-01 11:16,青秀,莱茵湖畔,家电清洗,新手,2.5,233,4.8,美团
NN20260221000318,2026-02-21 10:55,青秀,华润幸福里,开荒保洁,金牌,6.0,976,5.0,电话
NN20260218000319,2026-02-18 09:34,武鸣,金茂新城,日常保洁,熟练,5.0,291,4.1,小程序
NN20260203000320,2026-02-03 16:21,江南,绿港阳光城,家电清洗,熟练,2.5,243,5.0,小程序
NN20260222000321,2026-02-22 10:50,武鸣,麒麟御府,日常保洁,新手,3.5,178,4.6,美团
NN20260208000322,2026-02-08 16:05,良庆,融创九棠府,家电清洗,熟练,3.0,283,4.1,58到家
NN20260220000323,2026-02-20 19:18,良庆,天誉花园,日常保洁,熟练,4.0,201,4.3,58到家
NN20260210000324,2026-02-10 09:18,青秀,莱茵湖畔,深度清洁,熟练,6.5,512,4.2,美团
NN20260212000325,2026-02-12 14:07,江南,保利城,家电清洗,新手,1.5,100,4.3,小程序
NN20260220000326,2026-02-20 09:17,青秀,保利21世家,深度清洁,熟练,5.0,382,4.7,美团
NN20260217000327,2026-02-17 10:18,兴宁,保利山渐青,日常保洁,新手,5.0,200,5.0,APP
NN20260228000328,2026-02-28 18:35,兴宁,金源城,日常保洁,熟练,4.5,193,4.2,APP
NN20260209000329,2026-02-09 10:55,青秀,维也纳森林,开荒保洁,熟练,7.5,899,4.4,美团
NN20260206000330,2026-02-06 11:01,西乡塘,联发西棠,日常保洁,熟练,3.5,154,4.5,美团
NN20260204000331,2026-02-04 12:56,武鸣,万隆国际,日常保洁,熟练,4.0,225,4.7,美团
NN20260205000332,2026-02-05 19:08,西乡塘,人和莱茵鹭湖,深度清洁,熟练,7.0,462,4.0,58到家
NN20260225000333,2026-02-25 17:40,良庆,龙光玖珑湖,日常保洁,新手,4.5,212,4.3,APP
NN20260207000334,2026-02-07 11:44,江南,金湾花城,日常保洁,金牌,5.0,182,3.1,APP
NN20260211000335,2026-02-11 11:59,邕宁,世茂茂御府,开荒保洁,熟练,5.5,609,3.6,电话
NN20260221000336,2026-02-21 17:30,江南,南宁奥园,日常保洁,熟练,3.0,146,4.0,美团
NN20260221000337,2026-02-21 13:27,西乡塘,大唐天城,日常保洁,新手,4.0,156,5.0,小程序
NN20260227000338,2026-02-27 12:07,武鸣,武鸣碧桂园,深度清洁,熟练,7.0,549,4.8,APP
NN20260225000339,2026-02-25 14:44,青秀,保利21世家,开荒保洁,熟练,5.0,560,4.1,APP
NN20260202000340,2026-02-02 15:06,青秀,龙光君御华府,深度清洁,金牌,6.0,506,4.5,美团
NN20260210000341,2026-02-10 09:57,良庆,华润二十四城,开荒保洁,熟练,6.0,729,4.7,APP
NN20260219000342,2026-02-19 11:55,江南,绿港阳光城,日常保洁,熟练,4.0,194,4.3,58到家
NN20260228000343,2026-02-28 14:22,良庆,万科魅力之城,开荒保洁,新手,4.5,360,3.5,美团
NN20260203000344,2026-02-03 09:43,兴宁,龙基传媒星城,日常保洁,熟练,5.0,231,4.2,电话
NN20260204000345,2026-02-04 13:21,江南,龙光普罗旺斯,家电清洗,新手,1.5,98,4.7,电话
NN20260223000346,2026-02-23 16:49,良庆,绿地国际花都,开荒保洁,新手,5.0,356,4.1,美团
NN20260225000347,2026-02-25 18:09,良庆,华润二十四城,日常保洁,熟练,4.5,216,4.1,美团
NN20260225000348,2026-02-25 12:48,西乡塘,昌泰清华园,日常保洁,金牌,5.5,304,4.6,58到家
NN20260226000349,2026-02-26 15:19,武鸣,九个半岛,日常保洁,金牌,4.5,294,4.4,APP
NN20260214000350,2026-02-14 09:17,青秀,莱茵湖畔,家电清洗,金牌,3.0,396,4.2,58到家
NN20260207000351,2026-02-07 17:51,西乡塘,骋望麓涛,深度清洁,金牌,7.5,583,4.3,美团
NN20260228000352,2026-02-28 09:51,邕宁,阳光城丽景湾,开荒保洁,新手,3.0,227,4.9,美团
NN20260204000353,2026-02-04 12:35,江南,绿港阳光城,日常保洁,熟练,5.0,216,4.6,美团
NN20260222000354,2026-02-22 19:30,良庆,恒大绿洲,日常保洁,金牌,5.5,333,4.5,小程序
NN20260206000355,2026-02-06 18:45,江南,风格雨林,日常保洁,新手,3.0,128,4.3,美团
NN20260213000356,2026-02-13 17:52,青秀,香格里拉花园,深度清洁,新手,4.5,274,4.1,58到家
NN20260217000357,2026-02-17 13:50,良庆,合景天汇广场,日常保洁,熟练,5.0,248,4.1,小程序
NN20260224000358,2026-02-24 08:06,武鸣,万隆国际,日常保洁,新手,3.5,173,3.6,小程序
NN20260203000359,2026-02-03 13:47,西乡塘,骋望麓涛,日常保洁,新手,4.0,166,3.8,电话
NN20260211000360,2026-02-11 08:03,良庆,合景天汇广场,日常保洁,新手,5.0,208,3.7,美团
NN20260203000361,2026-02-03 17:39,武鸣,武鸣碧桂园,日常保洁,新手,4.0,214,4.3,APP
NN20260219000362,2026-02-19 19:53,邕宁,阳光城丽景湾,日常保洁,新手,3.5,157,4.4,美团
NN20260217000363,2026-02-17 09:35,邕宁,万丰新新传说,开荒保洁,熟练,5.0,574,4.0,小程序
NN20260204000364,2026-02-04 08:30,良庆,碧水天和,深度清洁,新手,5.0,159,3.5,小程序
NN20260213000365,2026-02-13 19:24,西乡塘,荣和摩客社区,开荒保洁,金牌,5.0,747,3.9,小程序
NN20260201000366,2026-02-01 18:10,江南,金湾花城,日常保洁,新手,4.5,176,4.9,小程序
NN20260218000367,2026-02-18 08:24,西乡塘,昌泰清华园,开荒保洁,金牌,8.0,1193,4.7,美团
NN20260203000368,2026-02-03 10:21,青秀,龙光君御华府,开荒保洁,新手,3.5,289,4.2,58到家
NN20260212000369,2026-02-12 12:42,江南,龙光普罗旺斯,日常保洁,金牌,5.0,275,3.7,美团
NN20260224000370,2026-02-24 19:17,青秀,香格里拉花园,日常保洁,新手,4.0,197,3.3,美团
NN20260225000371,2026-02-25 19:24,西乡塘,联发西棠,开荒保洁,熟练,7.5,750,3.7,小程序
NN20260215000372,2026-02-15 19:21,青秀,中房翡翠园,开荒保洁,金牌,9.5,1756,4.5,小程序
NN20260201000373,2026-02-01 08:00,良庆,天誉花园,深度清洁,熟练,6.5,457,4.4,美团
NN20260211000374,2026-02-11 15:01,邕宁,万丰新新传说,家电清洗,金牌,4.5,559,3.9,美团
NN20260220000375,2026-02-20 12:41,江南,金湾花城,日常保洁,熟练,5.0,235,4.0,58到家
NN20260208000376,2026-02-08 14:05,邕宁,世茂茂御府,日常保洁,金牌,3.5,138,2.6,58到家
NN20260214000377,2026-02-14 10:39,良庆,碧水天和,日常保洁,金牌,5.0,276,5.0,APP
NN20260208000378,2026-02-08 11:39,青秀,龙光君御华府,家电清洗,熟练,3.5,281,4.0,小程序
NN20260220000379,2026-02-20 10:51,良庆,华润二十四城,深度清洁,熟练,6.5,489,3.7,美团
NN20260215000380,2026-02-15 18:59,青秀,蓝山上城,家电清洗,熟练,2.0,152,4.3,美团
